name,address,type
TenshiObjectManager_ctor,0x0064B480,function
ReimuObjectManager_scalar_deleting_destructor,0x00493A20,function
MarisaObjectManager_scalar_deleting_destructor,0x004B9F00,function
SakuyaObjectManager_scalar_deleting_destructor,0x004DF410,function
AliceObjectManager_scalar_deleting_destructor,0x004FAC20,function
PatchouliObjectManager_scalar_deleting_destructor,0x0051EEC0,function
YoumuObjectManager_scalar_deleting_destructor,0x0053B310,function
RemiliaObjectManager_scalar_deleting_destructor,0x00555FD0,function
YuyukoObjectManager_scalar_deleting_destructor,0x0056DE10,function
YukariObjectManager_scalar_deleting_destructor,0x0058C0D0,function
SuikaObjectManager_scalar_deleting_destructor,0x005AEC60,function
UdongeObjectManager_scalar_deleting_destructor,0x005D2BD0,function
KomachiObjectManager_scalar_deleting_destructor,0x005F7A10,function
AyaObjectManager_scalar_deleting_destructor,0x006185C0,function
IkuObjectManager_scalar_deleting_destructor,0x00631290,function
TenshiObjectManager_scalar_deleting_destructor,0x0064B6D0,function
PatGroup_construct,0x00461520,function
PatGroup_destroy,0x00461590,function
ReimuObjectManagerBase_dtor,0x00493640,function
MarisaObjectManagerBase_dtor,0x004B9C00,function
SakuyaObjectManagerBase_dtor,0x004DF120,function
AliceObjectManagerBase_dtor,0x004FA930,function
PatchouliObjectManagerBase_dtor,0x0051EBD0,function
YoumuObjectManagerBase_dtor,0x0053AF90,function
RemiliaObjectManagerBase_dtor,0x00555CE0,function
YukariObjectManagerBase_dtor,0x0058BC70,function
SuikaObjectManagerBase_dtor,0x005AE970,function
UdongeObjectManagerBase_dtor,0x005D28C0,function
KomachiObjectManagerBase_dtor,0x005F7720,function
AyaObjectManagerBase_dtor,0x006180F0,function
IkuObjectManagerBase_dtor,0x00630FA0,function
TenshiObjectManagerBase_dtor,0x0064B370,function
PatRecord88_destroy,0x0045FFD0,function
Alice_handle_event_bridge,0x0050ED00,function
PatRecord88_construct,0x00460F90,function
test_aabb_against_descriptor_shape,0x0046B7B0,function
load_indexed_character_wave_resources,0x0045F680,function
load_spell_csv_via_325b0,0x00434300,function
load_spell_csv_via_32e20,0x00434A10,function
Sakuya_handle_event_bridge,0x004E9B40,function
Reimu_handle_event_bridge,0x004A3220,function
Marisa_handle_event_bridge,0x004CA980,function
