address,origin,subsystem,disposition,confidence,evidence_id
0x004178E0,unknown,,review,unknown,
0x00417900,unknown,,review,unknown,
0x00417990,unknown,,review,unknown,
0x00417AB0,unknown,,review,unknown,
0x00417AF0,unknown,,review,unknown,
0x00417B20,unknown,,review,unknown,
0x00417BC0,unknown,,review,unknown,
0x00417CC0,unknown,,review,unknown,
0x00417DF0,unknown,,review,unknown,
0x00417E20,unknown,,review,unknown,
0x00417E80,unknown,,review,unknown,
0x004180D0,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418130,authored_game,audio,include_authored,inferred,ledger-authored-module
0x004181A0,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418210,compiler_generated,audio,exclude_authored,observed,ledger-library
0x00418220,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418380,authored_game,audio,include_authored,inferred,ledger-authored-module
0x004184E0,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418500,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418520,authored_game,audio,include_authored,inferred,ledger-authored-module
0x00418710,unknown,,review,unknown,
0x00418810,unknown,,review,unknown,
0x00418910,unknown,,review,unknown,
0x00418A00,unknown,,review,unknown,
0x00418AB0,unknown,,review,unknown,
0x00418B80,unknown,,review,unknown,
0x00418C40,unknown,,review,unknown,
0x00418CA0,unknown,,review,unknown,
0x00418DA0,unknown,,review,unknown,
0x00418F70,unknown,,review,unknown,
0x00419060,unknown,,review,unknown,
0x00419170,unknown,,review,unknown,
0x00419580,unknown,,review,unknown,
0x004196A0,unknown,,review,unknown,
0x00419F40,unknown,,review,unknown,
0x0041A100,unknown,,review,unknown,
0x0041A520,unknown,,review,unknown,
0x0041A690,unknown,,review,unknown,
0x0041AA90,unknown,,review,unknown,
0x0041AD00,unknown,,review,unknown,
0x0041AD60,unknown,,review,unknown,
0x0041AD90,authored_game,assets,include_authored,inferred,ledger-authored-module
0x0041ADA0,unknown,,review,unknown,
0x0041AE50,unknown,,review,unknown,
0x0041AE60,unknown,,review,unknown,
0x0041AF50,unknown,,review,unknown,
0x0041B1D0,unknown,,review,unknown,
0x0041B450,unknown,,review,unknown,
0x0041B480,authored_game,assets,include_authored,inferred,ledger-authored-module
0x0041B5F0,authored_game,assets,include_authored,inferred,ledger-authored-module
0x0041B660,authored_game,assets,include_authored,inferred,ledger-authored-module
0x0041B6E0,unknown,,review,unknown,
0x0041B720,unknown,,review,unknown,
0x0041B750,unknown,,review,unknown,
0x0041B800,unknown,,review,unknown,
0x0041B840,unknown,,review,unknown,
0x0041B930,unknown,,review,unknown,
0x0041B9B0,unknown,,review,unknown,
0x0041BA70,unknown,,review,unknown,
0x0041BAE0,unknown,,review,unknown,
0x0041BB10,unknown,,review,unknown,
0x0041BB70,unknown,,review,unknown,
0x0041BDB0,unknown,,review,unknown,
0x0041BDF0,unknown,,review,unknown,
0x0041BFF5,unknown,,review,unknown,
0x0041C09D,unknown,,review,unknown,
0x0041C120,unknown,,review,unknown,
0x0041C1F0,unknown,,review,unknown,
0x0041C240,unknown,,review,unknown,
0x0041C290,unknown,,review,unknown,
0x0041C307,unknown,,review,unknown,
0x0041C320,unknown,,review,unknown,
0x0041C640,unknown,,review,unknown,
0x0041C680,unknown,,review,unknown,
0x0041C700,unknown,,review,unknown,
0x0041C770,unknown,,review,unknown,
0x0041C790,unknown,,review,unknown,
0x0041C800,unknown,,review,unknown,
0x0041C860,unknown,,review,unknown,
0x0041C890,unknown,,review,unknown,
0x0041C8C0,unknown,,review,unknown,
0x0041C920,unknown,,review,unknown,
0x0041C980,unknown,,review,unknown,
0x0041C9D0,unknown,,review,unknown,
0x0041CA43,unknown,,review,unknown,
0x0041CA80,unknown,,review,unknown,
0x0041CAC0,unknown,,review,unknown,
0x0041CBA4,unknown,,review,unknown,
0x0041CC00,unknown,,review,unknown,
0x0041CCA0,unknown,,review,unknown,
0x0041D210,unknown,,review,unknown,
0x0041D230,unknown,,review,unknown,
0x0041D240,unknown,,review,unknown,
0x0041D340,unknown,,review,unknown,
0x0041D370,unknown,,review,unknown,
0x0041D3D0,unknown,,review,unknown,
0x0041D3E0,unknown,,review,unknown,
0x0041D3F0,unknown,,review,unknown,
0x0041D410,unknown,,review,unknown,
0x0041D420,unknown,,review,unknown,
0x0041D480,unknown,,review,unknown,
0x0041D4A0,unknown,,review,unknown,
0x0041D4F0,unknown,,review,unknown,
0x0041D520,unknown,,review,unknown,
0x0041D5D0,unknown,,review,unknown,
0x0041D5F0,unknown,,review,unknown,
0x0041D600,unknown,,review,unknown,
0x0041D610,unknown,,review,unknown,
0x0041D630,unknown,,review,unknown,
